4257	62699
1307	3463
2746	3332
8883	143001
36936	130
10765	124682
78033	75277
127092	4302
4302	52283
8588	4855
10158	2
3128	158786
33569	898
48894	29671
312	4242
472	4901
6198	182159
2	113693
2617	6183
1346	179306
70052	4473
111	510
14896	118874
4815	7756
4775	33039
4368	49018
100174	46889
1019	4302
1120	48892
446	7995
9215	32479
7542	1060
9215	32471
5438	157146
1703	30821
37574	1120
4302	3006
8883	3189
4368	6205
4368	6207
48892	4231
5847	29294
113928	38996
49018	4877
39717	160088
7971	6180
5896	11839
33480	8887
4669	39310
4467	122158
53	10624
48887	8288
8295	5491
62702	52246
8598	8539
119172	63796
8266	10764
6480	4380
100174	76319
2613	33358
3236	2
8017	49546
124	6556
85247	110566
6180	5896
333	9211
71213	5596
10468	4302
31227	4855
10335	5247
116441	1307
31804	119853
33770	5604
22924	6387
2193	19272
56996	100174
4256	5831
6323	6207
48895	3295
119853	71289
2357	472
23508	312
124081	5604
5247	180820
3236	22919
5556	4815
130110	142470
124	1026
14896	10410
22945	130
1891	38259
4	78033
5896	119172
6179	22935
776	49018
2900	1378
130	4389
4489	6059
10764	4257
130	4383
116441	11352
101	77434
7472	22782
1852	2838
38379	33089
4302	73
4855	72828
5352	34363
24070	5604
497	49611
18390	83686
66918	6179
898	10335
58239	8921
116441	19298
2193	5842
5563	1120
136302	134934
1932	116441
2363	27484
1174	6207
24775	2798
3463	1120
6207	113696
6207	113695
6207	113693
43935	5118
2765	125962
143001	9214
27079	6179
2765	577
4368	2363
5604	9305
49573	19179
6207	1019
65841	4231
124476	18339
4466	7995
898	32882
3128	6755
4466	33721
5847	10463
849	753
673	4855
9224	2363
5529	72247
8632	74579
4748	4806
5247	75083
5847	830
3295	77385
39034	73285
3267	6198
48892	11060
66621	5504
99634	10764
24623	10764
4302	23430
69896	4815
10582	3242
49546	2281
125054	22935
24114	72842
3425	1128
2363	8941
177	65963
4806	1703
3295	118880
23785	125154
118873	44054
75176	5896
3236	898
158	17834
142470	48885
39034	70730
3463	7947
8246	179743
14860	155029
3295	89162
162086	1891
4815	81305
16433	673
753	196561
8669	1307
2352	12454
84335	38878
2193	63693
2	1454
1999	10624
62722	6207
48887	120098
10768	4047
34937	484
4478	753
753	354
76226	5596
4302	11352
4478	116442
4478	116441
22945	6209
5847	8148
10764	71998
6566	332
3295	4855
3128	249
7099	1307
2	36898
188862	5247
44909	43811
119660	4748
3500	5556
2352	4396
56317	5604
39036	116441
3540	3463
4466	11060
5529	33313
10582	73598
77062	130
5570	4815
11060	10582
158	4319
33929	20011
69181	776
10764	34871
8539	518
49562	1346
116441	472
141266	6199
24265	2363
3128	33415
7865	1346
131420	2363
140639	31945
48892	898
48887	1899
898	5118
7202	6199
4855	27224
832	2357
4366	6581
898	5114
1703	3463
120098	504
110560	30998
776	11060
31777	3332
5343	4231
8029	1128
28692	25945
49415	3128
510	33419
157146	144424
69636	1307
10772	658
31767	8883
119853	2
5896	10495
26863	56488
48892	114408
2	26260
17834	125160
2426	1852
5634	4855
2	22945
6183	4466
2	22946
1307	118880
157649	72229
48887	376
119902	10582
6179	4380
159381	457
111278	33120
22010	8288
19385	1174
5529	5556
10624	151364
119	6207
22837	5604
176	177
70730	11060
472	19298
58239	39046
3332	2746
2617	4302
11535	4774
2193	29502
506	34339
48892	332
10764	10412
1346	1174
76319	81443
39034	8699
157146	2679
1307	10412
23392	116441
4901	4855
4775	75709
1019	6207
19566	158998
7525	6207
137757	1703
3295	5842
43981	10245
7565	10468
2193	776
75709	5439
137388	6387
10764	119902
128052	2838
109821	22010
178103	725
71213	104419
33024	290
75709	7499
776	137757
116441	31804
75260	36416
33427	4466
71383	2357
4466	622
85	33480
130	2363
2193	38996
446	27139
2363	5604
53	14860
472	6207
472	6204
75122	14896
33645	10764
121681	116441
5604	622
