57532	15
4793	4902
163330	120371
37173	33851
165226	3440
4926	2798
62	24963
24980	59177
56482	29149
868	127069
776	2080
4865	14745
10988	4978
34602	35050
34311	4447
10351	4985
22975	159663
1587	9712
113456	18087
71138	33244
22	119198
4902	72976
13052	1786
74217	457
7990	33590
105935	59178
88366	14851
49383	18584
119198	104000
68865	178164
5763	1973
118914	5254
4902	18309
70791	162882
4929	120851
35527	7442
4447	26317
111	513
4902	158020
56024	73674
178164	4929
86203	102093
17592	49383
35506	28228
842	7207
2798	12876
3011	1759
27562	8917
7202	3490
457	18584
36350	3225
14921	1747
29353	128574
37571	37922
32663	109821
12332	3165
30521	57142
173616	105935
10441	2197
34722	34716
10697	21176
355	24062
56295	5562
574	1201
578	77622
39399	2798
4929	153570
1201	73274
125328	118025
35903	35904
18055	71244
22	39388
3372	32174
4595	73154
2082	59179
1400	158679
4848	24943
104357	142797
119325	158643
29886	14851
1274	158643
4991	4752
23275	12738
49383	1500
35354	2798
5862	21563
36354	12604
22960	11053
842	32212
28817	47502
43395	157259
3011	6155
3698	19298
129064	1274
128457	578
578	2964
22	4850
7334	4902
65230	2798
2798	71143
1546	4929
3401	578
49383	16759
71114	36254
2798	3138
22	114288
1201	3372
34288	61178
15970	127069
52658	9395
991	1759
3422	10492
117025	24962
56657	33244
79029	30194
24975	3480
119034	842
4517	1174
24672	12333
3463	658
1201	4850
35267	34343
492	53733
73397	34157
69894	29353
4848	23681
14155	1269
842	14491
2798	2082
24951	1201
27720	49383
53733	19647
4447	24645
4348	2798
83208	5616
4848	5001
19298	71244
2798	102551
32900	26352
39967	65437
3011	7207
842	4838
4359	73272
15	84107
4929	155016
513	28817
4929	1201
110154	21176
124355	8782
72962	36350
33877	31486
82425	2964
18367	49911
3526	32588
457	4368
4593	17793
23665	842
32876	111
22	11897
5862	84107
8666	1940
83721	3400
3480	15927
8703	49397
22	20332
90377	99087
590	36579
2964	887
887	4447
24980	34719
17426	3480
12719	44189
13052	2972
117020	10433
96721	11783
11072	18873
71266	124355
1684	26708
1747	45579
1201	71829
24684	868
86253	24287
2659	1134
842	4161
146357	4952
109821	49911
776	226
842	24474
3711	3698
52949	4929
527	1274
2940	4987
67624	179890
49025	4929
28775	3711
160200	159663
15594	4991
1274	1594
2704	38706
24357	3401
2439	4902
457	10451
457	1479
5247	4902
124863	153809
35126	13705
1759	128457
4929	10794
33474	166659
166504	30527
71244	116040
130570	8587
36017	842
3528	46969
18974	64483
92688	718
94663	842
91182	31486
111	22790
75519	176683
5280	14523
60916	34157
33445	4902
49911	97655
31389	28355
1201	4679
10974	76549
1274	7838
14745	71148
33494	104723
71113	4935
145752	22
27720	5001
1479	57705
578	116480
15094	24962
88111	104445
22	96782
4435	33139
123376	71469
1274	527
27250	49911
2964	179306
11577	4929
3372	4817
25185	153809
4161	29353
49383	4982
4938	4560
2798	28386
194581	11626
37371	22
5402	31486
1263	33590
2859	124355
32660	34391
4605	39396
120679	114570
47502	4435
35777	65230
1969	8917
117751	23665
10451	457
22790	34157
539	35050
4929	26352
49383	3698
71140	1810
11695	113531
33151	111
1274	34369
14654	4985
37214	10409
59178	24966
11991	49383
19839	29358
4938	83904
89201	4595
4850	23112
8666	842
13549	16182
2875	158125
99847	5402
9321	842
39399	6379
578	52663
19577	109059
4604	578
48788	3225
128772	4952
3207	57455
24951	49383
1541	71193
105935	111
111	39107
73653	128116
159558	146153
3236	776
32845	4378
578	51700
127538	29400
578	32700
32429	24953
111	22
24591	457
4929	64750
18055	24062
25185	4890
109821	3011
3447	1479
1940	111346
3529	6155
81209	1479
3480	601
4838	1973
2798	12146
15657	3711
34193	2105
38706	131377
35225	61455
10388	190023
111	75992
15094	4363
4985	38706
104357	42838
124471	40318
35050	22
79129	43395
37371	2964
44202	5280
79129	5631
15584	457
4902	868
111399	27543
4902	718
1759	4447
9395	4604
22	71127
